32.380562,-86.313577
62.983019,-143.354567
33.400712,-112.092021
34.705145,-92.135957
34.424383,-118.599654
38.454082,-107.33476
41.60306,-73.08768
38.911102,-75.527759
30.218235,-85.873535
33.498478,-84.048387
21.266534,-157.709379
43.464874,-114.23276
41.759123,-88.31411
39.74764,-85.98506
43.30253,-91.788424
38.370719,-96.541752
39.092209,-84.522588
30.06003,-90.377935
45.253782,-69.445503
39.045888,-76.641275
42.368729,-70.987183
42.73365,-84.552421
45.197899,-93.390265
30.398809,-88.815887
38.953615,-92.328902
45.792638,-108.471504
41.211243,-101.670442
35.709728,-114.803403
43.077116,-70.757431
40.354939,-74.076075
33.393793,-104.522754
40.760523,-73.477386
33.894979,-78.439638
46.808354,-100.817438
39.926468,-82.81185
36.183266,-96.267931
45.5177,-122.674702
40.037917,-76.30555
41.449454,-71.398999
33.738303,-78.821155
44.416505,-103.881071
36.224135,-84.092886
32.752764,-97.083914
40.749327,-111.896897
44.937225,-72.205787
36.842068,-76.133874
47.598876,-122.296239
38.347288,-81.636423
43.042989,-87.913116
42.841077,-106.303699
