42.353297,-71.06376
51.517670,-0.088477
25.195411,55.27714
50.427545,30.539096
46.778658,6.640841
59.325818,18.071674
42.880746,-8.545446
37.564877,126.975504
-33.92876,18.45906
46.118512,14.573664
48.70572,20.510193
1.301417,103.858039
43.932753,12.451265
55.753206,37.621495
45.435281,28.065075
38.570625,-7.909011
52.246797,21.014327
-12.059622,-77.043905
60.071322,5.759609
-41.087207,176.074326
52.321579,4.977171
43.731155,7.414866
20.682354,-88.56849
14.681289,-61.094919
3.175153,101.709188
54.687081,25.249648
-29.619873,27.703186
56.852877,24.3364
49.179266,-2.100291
34.99091,135.780896
43.722286,10.396623
32.086922,34.887664
54.224598,-4.696921
54.270414,-8.469628
46.913223,17.888671
36.119178,-5.346162
51.053876,13.739621
43.953177,4.805295
60.168819,24.953563
58.360623,25.597171
54.906336,9.783642
49.594113,17.252012
43.170755,16.438555
4.53876,-75.767303
-18.478099,-70.320706
49.285378,-123.096332
43.201289,23.549041
-23.542713,-46.634808
-20.472291,24.517575
50.503872,4.469701
-24.109921,152.71646
42.506379,1.522172
60.233258,20.081202
